"","No","Citiation","lat","lon","sitecode","logk","stage","Method","climate.zone","Ecosystem","Vegetation","Litter.type","Aspect","Elevation","Slope","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Bulk.density","Clay","pH","SOC","N","CEC","EVI","LAI","NPP","SFP","SBD","Initial.C","Initial.N","Initial.C.N","ln_pred_k","logk","mean_mean_daily_temp","log10NO3c","log10DRPc","TPdep","TNdep","log10dis_m3_pyr","log10dis_m3_pmn","log10dis_m3_pmx","run_mm_syr","log10inu_pc_smn","log10inu_pc_umn","log10inu_pc_smx","log10inu_pc_umx","log10inu_pc_slt","log10inu_pc_ult","log10lka_pc_sse","log10lka_pc_use","log10lkv_mc_usu","log10rev_mc_usu","log10dor_pc_pva","log10ria_ha_ssu","log10ria_ha_usu","log10riv_tc_ssu","log10riv_tc_usu","gwt_cm_sav","ele_mt_sav","ele_mt_uav","ele_mt_smn","ele_mt_smx","slp_dg_sav","slp_dg_uav","log10sgr_dk_sav","tmp_dc_syr","tmp_dc_uyr","tmp_dc_smn","tmp_dc_smx","tempmonth","pre_mm_syr","pre_mm_uyr","log10precipmonth","pet_mm_syr","pet_mm_uyr","PETmonth","aet_mm_syr","aet_mm_uyr","AETmonth","ari_ix_sav","ari_ix_uav","cmi_ix_syr","cmi_ix_uyr","moist_indexmonth","snw_pc_syr","snw_pc_uyr","snw_pc_smx","snowmonth","wet_pc_sg1","wet_pc_ug1","wet_pc_sg2","wet_pc_ug2","for_pc_sse","for_pc_use","crp_pc_sse","crp_pc_use","pst_pc_sse","pst_pc_use","ire_pc_sse","ire_pc_use","gla_pc_sse","gla_pc_use","prm_pc_sse","prm_pc_use","pac_pc_sse","pac_pc_use","cly_pc_sav","cly_pc_uav","slt_pc_sav","slt_pc_uav","snd_pc_sav","snd_pc_uav","soc_th_sav","soc_th_uav","swc_pc_syr","swc_pc_uyr","soilwatermonth","kar_pc_sse","kar_pc_use","log10ero_kh_sav","log10ero_kh_uav","log10pop_ct_ssu","log10pop_ct_usu","log10ppd_pk_sav","log10ppd_pk_uav","urb_pc_sse","urb_pc_use","nli_ix_sav","nli_ix_uav","log10rdd_mk_sav","log10rdd_mk_uav","gdp_ud_sav","log10gdp_ud_ssu","log10gdp_ud_usu","northness","slope","elev","tpi"
"23",23,"Luosier.1976",51.33333333,-115.6666667,6,-0.660946264,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","North",1400,7.914889336,-3.25,10.1,0.286999989,873.6,15.65,-19.45,35.1,8.05,-14.25,8.05,-14.25,996.7,153,42.1,44.1,541.4,136.5,401.6,136.5,0.93,16.5,5.8,35.6,4.572,268,2000.865967,7.345535755,4224.899902,20.28346956,0.678093612,NA,NA,NA,-5.44665962560933,-0.660946264,NA,0.114142333970224,0.0041077867639382,49.8027422241644,191.8267,0.616160312847583,0.319938439980309,0.966657884201758,240,0,0,0,0,0,0,-1,0.0413926851582251,0.698970004336019,0,0,1.47005750167291,1.69147933940379,1.92993976665048,2.12009330934051,630,2226,2260,1641,2944,23.1,23.3,2.54282542695918,-2.4,-2.6,-14.8,8.9,NA,620,627,NA,549,542,NA,464,461,NA,1.14,1.17,0.11,0.13,NA,51,52,97,NA,0,0,0,0,70,67,0,0,0,0,0,0,0,0,33,35,100,100,17,17,40,40,43,43,62,61,88,89,NA,0,0,3.83714634390906,3.90096762391912,0.00130093302041807,0.00389116623691048,0.00603795499731718,0.00945089579869393,0,0,0,0,0,0,57889,0,0,0.0392580591142178,19.1160907745361,2214.22998046875,0.176249995827675
"24",24,"Springe.1976",-31.7394179,115.8559042,7,0.171796637,"early","Litter bag","Mediterranean-type climates","Forest","Coniferous","Leaf","South",66,0.468809783,18.45,9.5,0.444999981,413.2,30.55,9.15,21.4,13.45,23.65,23.85,13.45,759.3,151.8,8.9,83.1,541.4,36.5,48.6,424.6,1.23,11,6.1,54.9,1.646,239,2565.576172,8.64866066,9247.099609,12.49503642,0.465241194,NA,NA,NA,-5.01728802200185,0.171796637,NA,0.157746615996555,0.0372621161096949,260.516643389443,92.0799,0.500099191915723,0.0784568180532925,0.981818607170664,280,0.301029995663981,0.301029995663981,0.778151250383644,0.778151250383644,1,1,0.322219294733919,0.322219294733919,0.301029995663981,0,0,1.62872601609037,1.62872601609037,2.16747388889175,2.16747388889175,290,52,52,2,102,0.9,0.9,1.38021124171161,18.4,18.4,13.2,24.6,NA,773,773,NA,1370,1370,NA,625,625,NA,0.56,0.56,-0.44,-0.44,NA,0,0,0,NA,1,1,0,0,26,26,1,1,13,13,5,5,0,0,0,0,1,1,15,15,9,9,77,77,18,18,53,53,NA,100,100,2.19312459835446,2.19312459835446,2.02295184853656,2.02295184853656,2.65819175844628,2.65794553162051,31,31,35.18,35,3.6170003411209,3.61679048632972,60166,9.87965546205685,9.87965552072857,-0.153621718287468,1.79206037521362,56.7299995422363,0.0487499982118607
"25",25,"Springe.1976",-31.7394179,115.8559042,7,0.648826261,"mid","Litter bag","Mediterranean-type climates","Forest","Coniferous","Leaf","South",66,0.468809783,18.45,9.5,0.444999981,413.2,30.55,9.15,21.4,13.45,23.65,23.85,13.45,759.3,151.8,8.9,83.1,541.4,36.5,48.6,424.6,1.23,11,6.1,54.9,1.646,239,2565.576172,8.64866066,9247.099609,12.49503642,0.465241194,NA,NA,NA,-5.01728802200185,0.648826261,NA,0.157746615996555,0.0372621161096949,260.516643389443,92.0799,0.500099191915723,0.0784568180532925,0.981818607170664,280,0.301029995663981,0.301029995663981,0.778151250383644,0.778151250383644,1,1,0.322219294733919,0.322219294733919,0.301029995663981,0,0,1.62872601609037,1.62872601609037,2.16747388889175,2.16747388889175,290,52,52,2,102,0.9,0.9,1.38021124171161,18.4,18.4,13.2,24.6,NA,773,773,NA,1370,1370,NA,625,625,NA,0.56,0.56,-0.44,-0.44,NA,0,0,0,NA,1,1,0,0,26,26,1,1,13,13,5,5,0,0,0,0,1,1,15,15,9,9,77,77,18,18,53,53,NA,100,100,2.19312459835446,2.19312459835446,2.02295184853656,2.02295184853656,2.65819175844628,2.65794553162051,31,31,35.18,35,3.6170003411209,3.61679048632972,60166,9.87965546205685,9.87965552072857,-0.153621718287468,1.79206037521362,56.7299995422363,0.0487499982118607
"26",26,"Grigal.1977",46,-94,8,-0.316133801,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",390,0.097643979,5.85,8.8,0.213000011,1132.9,26.25,-14.95,41.2,19.85,-9.45,19.85,-9.45,757.5,119.4,18,53.2,541.4,58,311.8,58,1.19,12.4,5.6,56,4.433,246,2592.352051,11.81875038,5644.700195,18.19241792,0.402438194,NA,7.3,NA,-4.4034040175318,-0.316133801,NA,0.256338405443608,0.00783782092743735,35.7188448339721,804.2045,0.295567099962479,0.267640982345915,0.312388949370592,154,0,0,0,0,0,0,0.851258348719075,0.851258348719075,0.602059991327962,0,0,1.09562259502162,1.09562259502162,1.35514489617457,1.35514489617457,45,389,389,351,419,0.8,0.8,1.17609125905568,4.7,4.7,-14.1,20.7,NA,717,717,NA,876,876,NA,608,608,NA,0.82,0.82,-0.18,-0.18,NA,22,22,96,NA,42,42,42,42,46,46,28,28,9,9,2,2,0,0,0,0,0,0,15,15,41,41,44,44,41,41,74,74,NA,0,0,3.15075643986031,3.15106325335375,0.281033367247728,0.281033367247728,0.812043897930227,0.812043897930227,0,0,7.73,8,1.85733249643127,1.85733249643127,56141,7.77841615435441,7.77841603861316,-0.0270492881536484,0.923521876335144,390.350006103516,-0.0274999998509884
"27",27,"Grigal.1977",46,-94,8,-0.280677001,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",390,0.097643979,5.85,8.8,0.213000011,1132.9,26.25,-14.95,41.2,19.85,-9.45,19.85,-9.45,757.5,119.4,18,53.2,131,58,311.8,58,1.19,12.4,5.6,56,4.433,246,2592.352051,11.81875038,5644.700195,18.19241792,0.402438194,NA,7.3,NA,-4.4034040175318,-0.280677001,NA,0.256338405443608,0.00783782092743735,35.7188448339721,804.2045,0.295567099962479,0.267640982345915,0.312388949370592,154,0,0,0,0,0,0,0.851258348719075,0.851258348719075,0.602059991327962,0,0,1.09562259502162,1.09562259502162,1.35514489617457,1.35514489617457,45,389,389,351,419,0.8,0.8,1.17609125905568,4.7,4.7,-14.1,20.7,NA,717,717,NA,876,876,NA,608,608,NA,0.82,0.82,-0.18,-0.18,NA,22,22,96,NA,42,42,42,42,46,46,28,28,9,9,2,2,0,0,0,0,0,0,15,15,41,41,44,44,41,41,74,74,NA,0,0,3.15075643986031,3.15106325335375,0.281033367247728,0.281033367247728,0.812043897930227,0.812043897930227,0,0,7.73,8,1.85733249643127,1.85733249643127,56141,7.77841615435441,7.77841603861316,-0.0270492881536484,0.923521876335144,390.350006103516,-0.0274999998509884
"28",28,"Grigal.1977",46,-94,8,-0.524532208,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",390,0.097643979,5.85,8.8,0.213000011,1132.9,26.25,-14.95,41.2,19.85,-9.45,19.85,-9.45,757.5,119.4,18,53.2,131,58,311.8,58,1.19,12.4,5.6,56,4.433,246,2592.352051,11.81875038,5644.700195,18.19241792,0.402438194,NA,7.4,NA,-4.4034040175318,-0.524532208,NA,0.256338405443608,0.00783782092743735,35.7188448339721,804.2045,0.295567099962479,0.267640982345915,0.312388949370592,154,0,0,0,0,0,0,0.851258348719075,0.851258348719075,0.602059991327962,0,0,1.09562259502162,1.09562259502162,1.35514489617457,1.35514489617457,45,389,389,351,419,0.8,0.8,1.17609125905568,4.7,4.7,-14.1,20.7,NA,717,717,NA,876,876,NA,608,608,NA,0.82,0.82,-0.18,-0.18,NA,22,22,96,NA,42,42,42,42,46,46,28,28,9,9,2,2,0,0,0,0,0,0,15,15,41,41,44,44,41,41,74,74,NA,0,0,3.15075643986031,3.15106325335375,0.281033367247728,0.281033367247728,0.812043897930227,0.812043897930227,0,0,7.73,8,1.85733249643127,1.85733249643127,56141,7.77841615435441,7.77841603861316,-0.0270492881536484,0.923521876335144,390.350006103516,-0.0274999998509884
"29",29,"Kelly.1978",37.510326,-90.8404,9,0.027683865,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",249,0.243702248,13.45,9.7,0.281999993,881,31.05,-3.35,34.4,18.55,1.55,24.55,1.55,1170.5,133.7,64.8,18.4,131,226.5,294.3,226.5,1.3,19.9,6.2,46.9,4.31,165,2591.822266,16.2165184,5163.899902,16.36656821,0.460283875,NA,NA,NA,-4.65774934984891,0.027683865,NA,0.0347520026491267,0.00490622125125273,51.185566358404,878.1186,0.534787358629492,0.259593878885949,0.835246539996311,315,0,0,0,0,0.301029995663981,0.301029995663981,0.612783856719735,0.612783856719735,0.954242509439325,0,0,1.51855341939993,1.51855341939993,1.98080301014098,1.98080301014098,403,359,359,204,537,6.9,6.9,1.81954393554187,12.7,12.7,-0.7,24.7,NA,1116,1116,NA,1227,1227,NA,909,909,NA,0.91,0.91,-0.09,-0.09,NA,1,1,6,NA,1,1,0,0,100,100,2,2,1,1,0,0,0,0,0,0,32,32,25,25,40,40,36,36,35,35,79,79,NA,100,100,2.83758843823551,2.83758843823551,0.194236748723829,0.194236748723829,0.517591730711908,0.517591730711908,0,0,4.17,4,1.36172783601759,1.36172783601759,48272,7.31327970339094,7.31327966116935,-0.000488918391056359,4.11120271682739,241.679992675781,-0.53125
"30",30,"Maclean.1978",47.03333333,-65.76666667,10,-0.597188573,"mid","Litter bag","Continental/microthermal climates","Forest","Coniferous","Leaf","South",3,1.384954095,4.95,9.2,0.23499999,1007.8,23.95,-15.15,39.1,7.05,-2.65,17.55,-8.45,1146.4,114.7,66.8,13.8,131,228.2,305.2,255.3,1.1,15.2,4.4,71.8,5.534,448,3876.165527,21.30669594,6921.899902,21.24812007,0.598547757,NA,12.45,NA,-5.24510047738648,-0.597188573,NA,0.0404867120944274,0.00349370663198438,20.5030249209038,364.4418,1.66622772994444,0.878923733967567,2.36543743905731,664,0.954242509439325,0.301029995663981,1.14612803567824,0.477121254719662,1.20411998265592,0.602059991327962,-1,0.612783856719735,1.5910646070265,0,0,1.84952996974758,2.96017290065391,3.02054233906995,3.86970296692152,68,68,247,-1,170,1.5,2.7,1.85733249643127,4.4,3.5,-10.7,18.9,NA,1057,1092,NA,784,744,NA,634,624,NA,1.35,1.47,0.26,0.32,NA,43,46,99,NA,4,0,0,0,100,97,0,0,0,0,0,0,0,0,0,0,0,0,9,9,36,35,55,57,73,108,88,90,NA,0,0,1.75587485567249,1.94448267215017,0.114944415712585,0.292920299600006,0.563243701140398,0.164352855784437,0,0,9.21,1,2.2405492482826,1.54406804435028,34247,6.58736114416628,7.38884325701992,-0.509281814098358,1.30373096466064,75.3499984741211,-0.204999998211861
"31",31,"Maclean.1978",47.03333333,-65.76666667,10,-0.574156145,"mid","Litter bag","Continental/microthermal climates","Forest","Coniferous","Leaf","South",3,1.384954095,4.95,9.2,0.23499999,1007.8,23.95,-15.15,39.1,7.05,-2.65,17.55,-8.45,1146.4,114.7,66.8,13.8,533,228.2,305.2,255.3,1.1,15.2,4.4,71.8,5.534,448,3876.165527,21.30669594,6921.899902,21.24812007,0.598547757,NA,13,NA,-5.24510047738648,-0.574156145,NA,0.0404867120944274,0.00349370663198438,20.5030249209038,364.4418,1.66622772994444,0.878923733967567,2.36543743905731,664,0.954242509439325,0.301029995663981,1.14612803567824,0.477121254719662,1.20411998265592,0.602059991327962,-1,0.612783856719735,1.5910646070265,0,0,1.84952996974758,2.96017290065391,3.02054233906995,3.86970296692152,68,68,247,-1,170,1.5,2.7,1.85733249643127,4.4,3.5,-10.7,18.9,NA,1057,1092,NA,784,744,NA,634,624,NA,1.35,1.47,0.26,0.32,NA,43,46,99,NA,4,0,0,0,100,97,0,0,0,0,0,0,0,0,0,0,0,0,9,9,36,35,55,57,73,108,88,90,NA,0,0,1.75587485567249,1.94448267215017,0.114944415712585,0.292920299600006,0.563243701140398,0.164352855784437,0,0,9.21,1,2.2405492482826,1.54406804435028,34247,6.58736114416628,7.38884325701992,-0.509281814098358,1.30373096466064,75.3499984741211,-0.204999998211861
"32",32,"Maclean.1978",47.03333333,-65.76666667,10,-0.630580035,"mid","Litter bag","Continental/microthermal climates","Forest","Coniferous","Leaf","South",3,1.384954095,4.95,9.2,0.23499999,1007.8,23.95,-15.15,39.1,7.05,-2.65,17.55,-8.45,1146.4,114.7,66.8,13.8,533,228.2,305.2,255.3,1.1,15.2,4.4,71.8,5.534,448,3876.165527,21.30669594,6921.899902,21.24812007,0.598547757,NA,11.03,NA,-5.24510047738648,-0.630580035,NA,0.0404867120944274,0.00349370663198438,20.5030249209038,364.4418,1.66622772994444,0.878923733967567,2.36543743905731,664,0.954242509439325,0.301029995663981,1.14612803567824,0.477121254719662,1.20411998265592,0.602059991327962,-1,0.612783856719735,1.5910646070265,0,0,1.84952996974758,2.96017290065391,3.02054233906995,3.86970296692152,68,68,247,-1,170,1.5,2.7,1.85733249643127,4.4,3.5,-10.7,18.9,NA,1057,1092,NA,784,744,NA,634,624,NA,1.35,1.47,0.26,0.32,NA,43,46,99,NA,4,0,0,0,100,97,0,0,0,0,0,0,0,0,0,0,0,0,9,9,36,35,55,57,73,108,88,90,NA,0,0,1.75587485567249,1.94448267215017,0.114944415712585,0.292920299600006,0.563243701140398,0.164352855784437,0,0,9.21,1,2.2405492482826,1.54406804435028,34247,6.58736114416628,7.38884325701992,-0.509281814098358,1.30373096466064,75.3499984741211,-0.204999998211861
"36",36,"Maclean.1978",47.03333333,-65.76666667,10,-0.132797766,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",3,1.384954095,4.95,9.2,0.23499999,1007.8,23.95,-15.15,39.1,7.05,-2.65,17.55,-8.45,1146.4,114.7,66.8,13.8,330,228.2,305.2,255.3,1.1,15.2,4.4,71.8,5.534,448,3876.165527,21.30669594,6921.899902,21.24812007,0.598547757,NA,15.55,NA,-5.24510047738648,-0.132797766,NA,0.0404867120944274,0.00349370663198438,20.5030249209038,364.4418,1.66622772994444,0.878923733967567,2.36543743905731,664,0.954242509439325,0.301029995663981,1.14612803567824,0.477121254719662,1.20411998265592,0.602059991327962,-1,0.612783856719735,1.5910646070265,0,0,1.84952996974758,2.96017290065391,3.02054233906995,3.86970296692152,68,68,247,-1,170,1.5,2.7,1.85733249643127,4.4,3.5,-10.7,18.9,NA,1057,1092,NA,784,744,NA,634,624,NA,1.35,1.47,0.26,0.32,NA,43,46,99,NA,4,0,0,0,100,97,0,0,0,0,0,0,0,0,0,0,0,0,9,9,36,35,55,57,73,108,88,90,NA,0,0,1.75587485567249,1.94448267215017,0.114944415712585,0.292920299600006,0.563243701140398,0.164352855784437,0,0,9.21,1,2.2405492482826,1.54406804435028,34247,6.58736114416628,7.38884325701992,-0.509281814098358,1.30373096466064,75.3499984741211,-0.204999998211861
"37",37,"Maclean.1978",47.03333333,-65.76666667,10,-0.245605791,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",3,1.384954095,4.95,9.2,0.23499999,1007.8,23.95,-15.15,39.1,7.05,-2.65,17.55,-8.45,1146.4,114.7,66.8,13.8,330,228.2,305.2,255.3,1.1,15.2,4.4,71.8,5.534,448,3876.165527,21.30669594,6921.899902,21.24812007,0.598547757,NA,15.22,NA,-5.24510047738648,-0.245605791,NA,0.0404867120944274,0.00349370663198438,20.5030249209038,364.4418,1.66622772994444,0.878923733967567,2.36543743905731,664,0.954242509439325,0.301029995663981,1.14612803567824,0.477121254719662,1.20411998265592,0.602059991327962,-1,0.612783856719735,1.5910646070265,0,0,1.84952996974758,2.96017290065391,3.02054233906995,3.86970296692152,68,68,247,-1,170,1.5,2.7,1.85733249643127,4.4,3.5,-10.7,18.9,NA,1057,1092,NA,784,744,NA,634,624,NA,1.35,1.47,0.26,0.32,NA,43,46,99,NA,4,0,0,0,100,97,0,0,0,0,0,0,0,0,0,0,0,0,9,9,36,35,55,57,73,108,88,90,NA,0,0,1.75587485567249,1.94448267215017,0.114944415712585,0.292920299600006,0.563243701140398,0.164352855784437,0,0,9.21,1,2.2405492482826,1.54406804435028,34247,6.58736114416628,7.38884325701992,-0.509281814098358,1.30373096466064,75.3499984741211,-0.204999998211861
"38",38,"Maclean.1978",47.03333333,-65.76666667,10,-0.266233147,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",3,1.384954095,4.95,9.2,0.23499999,1007.8,23.95,-15.15,39.1,7.05,-2.65,17.55,-8.45,1146.4,114.7,66.8,13.8,330,228.2,305.2,255.3,1.1,15.2,4.4,71.8,5.534,448,3876.165527,21.30669594,6921.899902,21.24812007,0.598547757,NA,15.09,NA,-5.24510047738648,-0.266233147,NA,0.0404867120944274,0.00349370663198438,20.5030249209038,364.4418,1.66622772994444,0.878923733967567,2.36543743905731,664,0.954242509439325,0.301029995663981,1.14612803567824,0.477121254719662,1.20411998265592,0.602059991327962,-1,0.612783856719735,1.5910646070265,0,0,1.84952996974758,2.96017290065391,3.02054233906995,3.86970296692152,68,68,247,-1,170,1.5,2.7,1.85733249643127,4.4,3.5,-10.7,18.9,NA,1057,1092,NA,784,744,NA,634,624,NA,1.35,1.47,0.26,0.32,NA,43,46,99,NA,4,0,0,0,100,97,0,0,0,0,0,0,0,0,0,0,0,0,9,9,36,35,55,57,73,108,88,90,NA,0,0,1.75587485567249,1.94448267215017,0.114944415712585,0.292920299600006,0.563243701140398,0.164352855784437,0,0,9.21,1,2.2405492482826,1.54406804435028,34247,6.58736114416628,7.38884325701992,-0.509281814098358,1.30373096466064,75.3499984741211,-0.204999998211861
"39",39,"Maclean.1978",47.03333333,-65.76666667,10,-0.124724537,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",3,1.384954095,4.95,9.2,0.23499999,1007.8,23.95,-15.15,39.1,7.05,-2.65,17.55,-8.45,1146.4,114.7,66.8,13.8,300.2695923,228.2,305.2,255.3,1.1,15.2,4.4,71.8,5.534,448,3876.165527,21.30669594,6921.899902,21.24812007,0.598547757,NA,18.41,NA,-5.24510047738648,-0.124724537,NA,0.0404867120944274,0.00349370663198438,20.5030249209038,364.4418,1.66622772994444,0.878923733967567,2.36543743905731,664,0.954242509439325,0.301029995663981,1.14612803567824,0.477121254719662,1.20411998265592,0.602059991327962,-1,0.612783856719735,1.5910646070265,0,0,1.84952996974758,2.96017290065391,3.02054233906995,3.86970296692152,68,68,247,-1,170,1.5,2.7,1.85733249643127,4.4,3.5,-10.7,18.9,NA,1057,1092,NA,784,744,NA,634,624,NA,1.35,1.47,0.26,0.32,NA,43,46,99,NA,4,0,0,0,100,97,0,0,0,0,0,0,0,0,0,0,0,0,9,9,36,35,55,57,73,108,88,90,NA,0,0,1.75587485567249,1.94448267215017,0.114944415712585,0.292920299600006,0.563243701140398,0.164352855784437,0,0,9.21,1,2.2405492482826,1.54406804435028,34247,6.58736114416628,7.38884325701992,-0.509281814098358,1.30373096466064,75.3499984741211,-0.204999998211861
"40",40,"Maclean.1978",47.03333333,-65.76666667,10,-0.198047765,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",3,1.384954095,4.95,9.2,0.23499999,1007.8,23.95,-15.15,39.1,7.05,-2.65,17.55,-8.45,1146.4,114.7,66.8,13.8,300.2695923,228.2,305.2,255.3,1.1,15.2,4.4,71.8,5.534,448,3876.165527,21.30669594,6921.899902,21.24812007,0.598547757,NA,18.41,NA,-5.24510047738648,-0.198047765,NA,0.0404867120944274,0.00349370663198438,20.5030249209038,364.4418,1.66622772994444,0.878923733967567,2.36543743905731,664,0.954242509439325,0.301029995663981,1.14612803567824,0.477121254719662,1.20411998265592,0.602059991327962,-1,0.612783856719735,1.5910646070265,0,0,1.84952996974758,2.96017290065391,3.02054233906995,3.86970296692152,68,68,247,-1,170,1.5,2.7,1.85733249643127,4.4,3.5,-10.7,18.9,NA,1057,1092,NA,784,744,NA,634,624,NA,1.35,1.47,0.26,0.32,NA,43,46,99,NA,4,0,0,0,100,97,0,0,0,0,0,0,0,0,0,0,0,0,9,9,36,35,55,57,73,108,88,90,NA,0,0,1.75587485567249,1.94448267215017,0.114944415712585,0.292920299600006,0.563243701140398,0.164352855784437,0,0,9.21,1,2.2405492482826,1.54406804435028,34247,6.58736114416628,7.38884325701992,-0.509281814098358,1.30373096466064,75.3499984741211,-0.204999998211861
"41",41,"Maclean.1978",47.03333333,-65.76666667,10,-0.444699945,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",3,1.384954095,4.95,9.2,0.23499999,1007.8,23.95,-15.15,39.1,7.05,-2.65,17.55,-8.45,1146.4,114.7,66.8,13.8,300.2695923,228.2,305.2,255.3,1.1,15.2,4.4,71.8,5.534,448,3876.165527,21.30669594,6921.899902,21.24812007,0.598547757,NA,21.31,NA,-5.24510047738648,-0.444699945,NA,0.0404867120944274,0.00349370663198438,20.5030249209038,364.4418,1.66622772994444,0.878923733967567,2.36543743905731,664,0.954242509439325,0.301029995663981,1.14612803567824,0.477121254719662,1.20411998265592,0.602059991327962,-1,0.612783856719735,1.5910646070265,0,0,1.84952996974758,2.96017290065391,3.02054233906995,3.86970296692152,68,68,247,-1,170,1.5,2.7,1.85733249643127,4.4,3.5,-10.7,18.9,NA,1057,1092,NA,784,744,NA,634,624,NA,1.35,1.47,0.26,0.32,NA,43,46,99,NA,4,0,0,0,100,97,0,0,0,0,0,0,0,0,0,0,0,0,9,9,36,35,55,57,73,108,88,90,NA,0,0,1.75587485567249,1.94448267215017,0.114944415712585,0.292920299600006,0.563243701140398,0.164352855784437,0,0,9.21,1,2.2405492482826,1.54406804435028,34247,6.58736114416628,7.38884325701992,-0.509281814098358,1.30373096466064,75.3499984741211,-0.204999998211861
"48",48,"Strojan.1978",40.8063862,-75.6215012,11,-0.566694301,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","West",325,2.957270861,10.85,9.5,0.272000003,895.2,28.35,-6.45,34.8,20.15,0.35,22.35,-0.85,1328.4,134.8,82.8,13.8,335.8544006,266.3,375.2,277.9,1.28,19,5.6,140.5,9.575,347,3533.140625,15.53774834,6827.209961,18.82320046,0.640609503,NA,NA,NA,-5.03786011493772,-0.566694301,NA,0.423465561905842,0.00734785419667975,27.4325965264943,907.8121,1.5933193025713,1.32217793138498,1.95804279957769,630,0.477121254719662,0,0.602059991327962,0,1.57978359661681,1.17609125905568,-1,1.08278537031645,2.4456042032736,2.26481782300954,2.1846914308176,1.37132651386175,2.72803057916302,2.53117608268269,3.54712807278228,556,229,447,119,463,8.6,4.4,1.51851393987789,9.6,7.9,-3.3,22.3,NA,1162,1185,NA,1027,945,NA,830,808,NA,1.14,1.26,0.11,0.2,NA,6,10,32,NA,0,29,0,28,61,97,15,5,0,0,0,0,0,0,0,0,0,8,17,18,40,40,43,42,40,56,87,90,NA,100,29,3.82626921939373,3.01367969729119,0.640382044709568,2.10790496301482,2.23303166521009,1.80908813134635,17,3,35.92,21,3.34908316877959,2.9216864754836,53263,8.24982501406085,9.84760301137929,-0.139429003000259,7.38120412826538,192.419998168945,0.436250001192093
"49",49,"Strojan.1978",40.8063862,-75.6215012,11,-0.724596497,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","West",325,2.957270861,10.85,9.5,0.272000003,895.2,28.35,-6.45,34.8,20.15,0.35,22.35,-0.85,1328.4,134.8,82.8,13.8,335.8544006,266.3,375.2,277.9,1.28,19,5.6,140.5,9.575,347,3533.140625,15.53774834,6827.209961,18.82320046,0.640609503,NA,NA,NA,-5.03786011493772,-0.724596497,NA,0.423465561905842,0.00734785419667975,27.4325965264943,907.8121,1.5933193025713,1.32217793138498,1.95804279957769,630,0.477121254719662,0,0.602059991327962,0,1.57978359661681,1.17609125905568,-1,1.08278537031645,2.4456042032736,2.26481782300954,2.1846914308176,1.37132651386175,2.72803057916302,2.53117608268269,3.54712807278228,556,229,447,119,463,8.6,4.4,1.51851393987789,9.6,7.9,-3.3,22.3,NA,1162,1185,NA,1027,945,NA,830,808,NA,1.14,1.26,0.11,0.2,NA,6,10,32,NA,0,29,0,28,61,97,15,5,0,0,0,0,0,0,0,0,0,8,17,18,40,40,43,42,40,56,87,90,NA,100,29,3.82626921939373,3.01367969729119,0.640382044709568,2.10790496301482,2.23303166521009,1.80908813134635,17,3,35.92,21,3.34908316877959,2.9216864754836,53263,8.24982501406085,9.84760301137929,-0.139429003000259,7.38120412826538,192.419998168945,0.436250001192093
